소분류,소분류,세분류,세분류
011,작물 재배업,0111,곡물 및 기타 식량작물 재배업
011,작물 재배업,0112,"채소, 화훼작물 및 종묘 재배업"
011,작물 재배업,0112,"채소, 화훼작물 및 종묘 재배업"
011,작물 재배업,0112,"채소, 화훼작물 및 종묘 재배업"
011,작물 재배업,0113,"과실, 음료용 및 향신용 작물 재배업"
011,작물 재배업,0113,"과실, 음료용 및 향신용 작물 재배업"
011,작물 재배업,0114,기타 작물 재배업
011,작물 재배업,0115,시설작물 재배업
011,작물 재배업,0115,시설작물 재배업
011,작물 재배업,0115,시설작물 재배업
012,축산업,0121,소 사육업
012,축산업,0121,소 사육업
012,축산업,0122,양돈업
012,축산업,0123,가금류 및 조류 사육업
012,축산업,0123,가금류 및 조류 사육업
012,축산업,0129,기타 축산업
012,축산업,0129,기타 축산업
012,축산업,0129,기타 축산업
014,작물재배 및 축산 복합농업,0130,작물재배 및 축산 복합농업
014,작물재배 및 축산 관련 서비스업,0141,작물재배 관련 서비스업
014,작물재배 및 축산 관련 서비스업,0141,작물재배 관련 서비스업
014,작물재배 및 축산 관련 서비스업,0142,축산 관련 서비스업
015,수렵 및 관련 서비스업,0150,수렵 및 관련 서비스업
020,임업,0201,영림업
020,임업,0201,영림업
020,임업,0202,벌목업
020,임업,0203,임산물 채취업
020,임업,0204,임업 관련 서비스업
051,어로 어업,0311,해수면 어업
051,어로 어업,0311,해수면 어업
051,어로 어업,0312,내수면 어업
052,양식어업 및 어업관련 서비스업,0321,양식 어업
052,양식어업 및 어업관련 서비스업,0321,양식 어업
052,양식어업 및 어업관련 서비스업,0321,양식 어업
052,양식어업 및 어업관련 서비스업,0322,어업 관련 서비스업
101,석탄 광업,0510,석탄 광업
142,원유 및 천연가스 채굴업,0520,원유 및 천연가스 채굴업
131,철 광업,0610,철 광업
132,비철금속 광업,0620,비철금속 광업
131,비철금속 광업,0620,비철금속 광업
132,비철금속 광업,0620,비철금속 광업
141,토사석 광업,0711,석회석 및 점토 광업
141,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
141,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
141,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
141,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
142,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업
142,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업
142,기타 비금속광물 광업,0722,천일염 생산 및 암염 채취업
101,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업
142,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업
142,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업
142,광업 지원 서비스업,0800,광업 지원 서비스업
143,석탄 광업,0510,석탄 광업
143,철 광업,0610,철 광업
143,비철금속 광업,0620,비철금속 광업
143,토사석 광업,0711,석회석 및 점토 광업
143,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
143,토사석 광업,0712,"석재, 쇄석 및 모래, 자갈 채취업"
143,기타 비금속광물 광업,0721,화학용 및 비료 원료용 광물 광업
143,기타 비금속광물 광업,0729,그 외 기타 비금속광물 광업
151,"도축, 육류 가공 및 저장 처리업",1011,도축업
151,"도축, 육류 가공 및 저장 처리업",1011,도축업
151,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업
151,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업
151,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업
151,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
151,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
151,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
151,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
154,수산물 가공 및 저장 처리업,1022,수산식물 가공 및 저장 처리업
151,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업"
151,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업"
151,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업"
154,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
154,수산물 가공 및 저장 처리업,1022,수산식물 가공 및 저장 처리업
154,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업"
154,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업
154,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업
154,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
151,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업
151,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업
151,동물성 및 식물성 유지 제조업,1040,동물성 및 식물성 유지 제조업
152,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업
152,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업
152,낙농제품 및 식용 빙과류 제조업,1050,낙농제품 및 식용 빙과류 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
154,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
154,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
154,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1061,곡물 가공품 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업
153,"곡물 가공품, 전분 및 전분제품 제조업",1062,전분제품 및 당류 제조업
154,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업"
154,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업"
154,기타 식품 제조업,1071,"떡, 빵 및 과자류 제조업"
154,기타 식품 제조업,1072,설탕 제조업
154,기타 식품 제조업,1073,"면류, 마카로니 및 유사 식품 제조업"
154,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업
154,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업
154,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업
154,기타 식품 제조업,1074,조미료 및 식품 첨가물 제조업
153,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업
154,기타 식품 제조업,1075,도시락 및 식사용 조리식품 제조업
154,"도축, 육류 가공 및 저장 처리업",1011,도축업
154,"도축, 육류 가공 및 저장 처리업",1011,도축업
154,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업
154,"도축, 육류 가공 및 저장 처리업",1012,육류 가공 및 저장 처리업
154,수산물 가공 및 저장 처리업,1021,수산동물 가공 및 저장 처리업
154,"과실, 채소 가공 및 저장 처리업",1030,"과실, 채소 가공 및 저장 처리업"
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
154,기타 식품 제조업,1079,기타 식료품 제조업
153,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업
153,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업
153,동물용 사료 및 조제식품 제조업,1080,동물용 사료 및 조제식품 제조업
155,알코올 음료 제조업,1111,발효주 제조업
155,알코올 음료 제조업,1111,발효주 제조업
155,알코올 음료 제조업,1111,발효주 제조업
155,알코올 음료 제조업,1111,발효주 제조업
155,알코올 음료 제조업,1112,증류주 및 합성주 제조업
155,알코올 음료 제조업,1112,증류주 및 합성주 제조업
155,알코올 음료 제조업,1112,증류주 및 합성주 제조업
155,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업
155,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업
155,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업
155,비알코올 음료 및 얼음 제조업,1120,비알코올 음료 및 얼음 제조업
160,담배 제조업,1200,담배 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
171,직물 직조 및 직물제품 제조업,1321,직물 직조업
171,직물 직조 및 직물제품 제조업,1321,직물 직조업
171,직물 직조 및 직물제품 제조업,1321,직물 직조업
171,직물 직조 및 직물제품 제조업,1321,직물 직조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
172,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
173,편조 원단 제조업,1330,편조 원단 제조업
171,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
171,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
193,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
193,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
193,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
171,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
171,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
172,기타 섬유제품 제조업,1391,"카펫, 마루덮개 및 유사 제품 제조업"
172,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈 가공품 제조업"
172,기타 섬유제품 제조업,1392,"끈, 로프, 망 및 끈 가공품 제조업"
172,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
172,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
172,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
172,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
172,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
181,봉제의복 제조업,1411,겉옷 제조업
181,봉제의복 제조업,1411,겉옷 제조업
181,봉제의복 제조업,1411,겉옷 제조업
181,봉제의복 제조업,1411,겉옷 제조업
181,봉제의복 제조업,1412,속옷 및 잠옷 제조업
181,봉제의복 제조업,1413,한복 제조업
181,봉제의복 제조업,1413,한복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
181,봉제의복 제조업,1419,기타 봉제의복 제조업
182,모피제품 제조업,1420,모피제품 제조업
173,편조의복 제조업,1430,편조의복 제조업
173,의복 액세서리 제조업,1441,편조 의복 액세서리 제조업
173,의복 액세서리 제조업,1441,편조 의복 액세서리 제조업
173,의복 액세서리 제조업,1441,편조 의복 액세서리 제조업
181,의복 액세서리 제조업,1449,기타 의복 액세서리 제조업
181,의복 액세서리 제조업,1449,기타 의복 액세서리 제조업
191,"가죽, 가방 및 유사 제품 제조업",1511,모피 및 가죽 제조업
191,"가죽, 가방 및 유사 제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업"
191,"가죽, 가방 및 유사 제품 제조업",1512,"핸드백, 가방 및 기타 보호용 케이스 제조업"
191,"가죽, 가방 및 유사 제품 제조업",1519,기타 가죽제품 제조업
192,신발 및 신발 부분품 제조업,1521,신발 제조업
192,신발 및 신발 부분품 제조업,1521,신발 제조업
192,신발 및 신발 부분품 제조업,1522,신발 부분품 제조업
193,방적 및 가공사 제조업,1310,방적 및 가공사 제조업
193,직물 직조 및 직물제품 제조업,1321,직물 직조업
193,직물 직조 및 직물제품 제조업,1322,직물제품 제조업
193,편조 원단 제조업,1330,편조 원단 제조업
193,"섬유제품 염색, 정리 및 마무리 가공업",1340,"섬유제품 염색, 정리 및 마무리 가공업"
193,기타 섬유제품 제조업,1399,그 외 기타 섬유제품 제조업
201,제재 및 목재 가공업,1610,제재 및 목재 가공업
201,제재 및 목재 가공업,1610,제재 및 목재 가공업
201,제재 및 목재 가공업,1610,제재 및 목재 가공업
202,나무제품 제조업,1621,"박판, 합판 및 강화 목제품 제조업"
202,나무제품 제조업,1621,"박판, 합판 및 강화 목제품 제조업"
202,나무제품 제조업,1622,건축용 나무제품 제조업
202,나무제품 제조업,1622,건축용 나무제품 제조업
202,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업"
202,나무제품 제조업,1623,"목재 상자, 드럼 및 적재판 제조업"
202,나무제품 제조업,1629,기타 나무제품 제조업
202,나무제품 제조업,1629,기타 나무제품 제조업
202,나무제품 제조업,1629,기타 나무제품 제조업
202,나무제품 제조업,1629,기타 나무제품 제조업
202,코르크 및 조물 제품 제조업,1630,코르크 및 조물 제품 제조업
202,코르크 및 조물 제품 제조업,1630,코르크 및 조물 제품 제조업
202,코르크 및 조물 제품 제조업,1630,코르크 및 조물 제품 제조업
210,"펄프, 종이 및 판지 제조업",1711,펄프 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"펄프, 종이 및 판지 제조업",1712,종이 및 판지 제조업
210,"골판지, 종이 상자 및 종이 용기 제조업",1721,골판지 및 골판지 가공제품 제조업
210,"골판지, 종이 상자 및 종이 용기 제조업",1721,골판지 및 골판지 가공제품 제조업
210,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이 포대, 판지 상자 및 종이 용기 제조업"
210,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이 포대, 판지 상자 및 종이 용기 제조업"
210,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이 포대, 판지 상자 및 종이 용기 제조업"
210,"골판지, 종이 상자 및 종이 용기 제조업",1722,"종이 포대, 판지 상자 및 종이 용기 제조업"
210,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업
210,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업
210,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업
210,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업
210,기타 종이 및 판지 제품 제조업,1790,기타 종이 및 판지 제품 제조업
222,인쇄 및 인쇄관련 산업,1811,인쇄업
222,인쇄 및 인쇄관련 산업,1811,인쇄업
222,인쇄 및 인쇄관련 산업,1811,인쇄업
222,인쇄 및 인쇄관련 산업,1811,인쇄업
222,인쇄 및 인쇄관련 산업,1811,인쇄업
222,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업
222,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업
222,인쇄 및 인쇄관련 산업,1812,인쇄관련 산업
223,기록매체 복제업,1820,기록매체 복제업
231,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업
231,코크스 및 연탄 제조업,1910,코크스 및 연탄 제조업
232,석유 정제품 제조업,1921,원유 정제처리업
232,석유 정제품 제조업,1922,석유 정제물 재처리업
232,석유 정제품 제조업,1922,석유 정제물 재처리업
241,기초 화학물질 제조업,2011,기초 유기화학 물질 제조업
241,기초 화학물질 제조업,2011,기초 유기화학 물질 제조업
241,기초 화학물질 제조업,2011,기초 유기화학 물질 제조업
241,기초 화학물질 제조업,2012,기초 무기화학 물질 제조업
232,기초 화학물질 제조업,2012,기초 무기화학 물질 제조업
241,기초 화학물질 제조업,2012,기초 무기화학 물질 제조업
241,기초 화학물질 제조업,2012,기초 무기화학 물질 제조업
241,기초 화학물질 제조업,2013,"무기 안료, 염료, 유연제 및 기타 착색제 제조업"
241,기초 화학물질 제조업,2013,"무기 안료, 염료, 유연제 및 기타 착색제 제조업"
241,합성고무 및 플라스틱 물질 제조업,2020,합성고무 및 플라스틱 물질 제조업
241,합성고무 및 플라스틱 물질 제조업,2020,합성고무 및 플라스틱 물질 제조업
241,합성고무 및 플라스틱 물질 제조업,2020,합성고무 및 플라스틱 물질 제조업
241,"비료, 농약 및 살균ㆍ살충제 제조업",2031,비료 및 질소 화합물 제조업
241,"비료, 농약 및 살균ㆍ살충제 제조업",2031,비료 및 질소 화합물 제조업
241,"비료, 농약 및 살균ㆍ살충제 제조업",2031,비료 및 질소 화합물 제조업
242,"비료, 농약 및 살균ㆍ살충제 제조업",2032,살균ㆍ살충제 및 농약 제조업
242,"비료, 농약 및 살균ㆍ살충제 제조업",2032,살균ㆍ살충제 및 농약 제조업
242,"비료, 농약 및 살균ㆍ살충제 제조업",2032,살균ㆍ살충제 및 농약 제조업
242,"비료, 농약 및 살균ㆍ살충제 제조업",2032,살균ㆍ살충제 및 농약 제조업
242,기타 화학제품 제조업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
242,기타 화학제품 제조업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
242,기타 화학제품 제조업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
242,기타 화학제품 제조업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
242,기타 화학제품 제조업,2041,"잉크, 페인트, 코팅제 및 유사제품 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2042,"세제, 화장품 및 광택제 제조업"
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
369,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
242,기타 화학제품 제조업,2049,그 외 기타 화학제품 제조업
243,화학섬유 제조업,2050,화학섬유 제조업
243,화학섬유 제조업,2050,화학섬유 제조업
242,기초 의약 물질 및 생물학적 제제 제조업,2110,기초 의약 물질 및 생물학적 제제 제조업
242,기초 의약 물질 및 생물학적 제제 제조업,2110,기초 의약 물질 및 생물학적 제제 제조업
242,의약품 제조업,2121,완제 의약품 제조업
242,의약품 제조업,2122,한의약품 제조업
242,의약품 제조업,2123,동물용 의약품 제조업
242,의료용품 및 기타 의약 관련제품 제조업,2130,의료용품 및 기타 의약 관련제품 제조업
251,고무제품 제조업,2211,고무 타이어 및 튜브 생산업
251,고무제품 제조업,2211,고무 타이어 및 튜브 생산업
251,고무제품 제조업,2219,기타 고무제품 제조업
251,고무제품 제조업,2219,기타 고무제품 제조업
251,고무제품 제조업,2219,기타 고무제품 제조업
251,고무제품 제조업,2219,기타 고무제품 제조업
252,플라스틱 제품 제조업,2221,1차 플라스틱제품 제조업
252,플라스틱 제품 제조업,2221,1차 플라스틱제품 제조업
252,플라스틱 제품 제조업,2221,1차 플라스틱제품 제조업
252,플라스틱 제품 제조업,2221,1차 플라스틱제품 제조업
252,플라스틱 제품 제조업,2221,1차 플라스틱제품 제조업
252,플라스틱 제품 제조업,2222,건축용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2222,건축용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2222,건축용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2222,건축용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2223,포장용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2223,포장용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2224,기계장비 조립용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2224,기계장비 조립용 플라스틱제품 제조업
252,플라스틱 제품 제조업,2225,플라스틱 발포 성형제품 제조업
252,플라스틱 제품 제조업,2225,플라스틱 발포 성형제품 제조업
252,플라스틱 제품 제조업,2229,기타 플라스틱 제품 제조업
252,플라스틱 제품 제조업,2229,기타 플라스틱 제품 제조업
252,플라스틱 제품 제조업,2229,기타 플라스틱 제품 제조업
252,플라스틱 제품 제조업,2229,기타 플라스틱 제품 제조업
261,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업
261,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업
261,유리 및 유리제품 제조업,2311,판유리 및 판유리 가공품 제조업
261,유리 및 유리제품 제조업,2312,산업용 유리 제조업
261,유리 및 유리제품 제조업,2312,산업용 유리 제조업
261,유리 및 유리제품 제조업,2312,산업용 유리 제조업
261,유리 및 유리제품 제조업,2319,기타 유리제품 제조업
261,유리 및 유리제품 제조업,2319,기타 유리제품 제조업
261,유리 및 유리제품 제조업,2319,기타 유리제품 제조업
269,"내화, 비내화 요업제품 제조업",2321,내화 요업제품 제조업
269,"내화, 비내화 요업제품 제조업",2321,내화 요업제품 제조업
269,"내화, 비내화 요업제품 제조업",2322,비내화 일반 도자기 제조업
269,"내화, 비내화 요업제품 제조업",2322,비내화 일반 도자기 제조업
