소분류,소분류,세분류,세분류
730,인문 및 사회과학 연구개발업,7020,인문 및 사회과학 연구개발업
730,인문 및 사회과학 연구개발업,7020,인문 및 사회과학 연구개발업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,법무관련 서비스업,7110,법무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
741,회계 및 세무관련 서비스업,7120,회계 및 세무관련 서비스업
743,광고업,7131,광고 대행업
743,광고업,7139,기타 광고업
743,광고업,7139,기타 광고업
743,광고업,7139,기타 광고업
743,광고업,7139,기타 광고업
741,시장 조사 및 여론 조사업,7140,시장 조사 및 여론 조사업
741,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업
741,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업
741,회사 본부 및 경영 컨설팅 서비스업,7153,경영 컨설팅 및 공공 관계 서비스업
749,기타 전문 서비스업,7160,기타 전문 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7211,건축 및 조경 설계 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업
742,"건축 기술, 엔지니어링 및 관련 기술 서비스업",7212,엔지니어링 서비스업
742,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업"
742,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업"
742,기타 과학기술 서비스업,7291,"기술 시험, 검사 및 분석업"
742,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업"
742,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업"
742,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업"
742,기타 과학기술 서비스업,7292,"측량, 지질 조사 및 지도 제작업"
852,수의업,7310,수의업
749,전문 디자인업,7320,전문 디자인업
749,전문 디자인업,7320,전문 디자인업
749,전문 디자인업,7320,전문 디자인업
749,전문 디자인업,7320,전문 디자인업
749,사진 촬영 및 처리업,7330,사진 촬영 및 처리업
930,사진 촬영 및 처리업,7330,사진 촬영 및 처리업
749,사진 촬영 및 처리업,7330,사진 촬영 및 처리업
749,사진 촬영 및 처리업,7330,사진 촬영 및 처리업
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,"그 외 기타 전문, 과학 및 기술 서비스업",7390,"그 외 기타 전문, 과학 및 기술 서비스업"
749,사업시설 유지ㆍ관리 서비스업,7410,사업시설 유지ㆍ관리 서비스업
749,건물ㆍ산업설비 청소 및 방제 서비스업,7421,건물 및 산업설비 청소업
900,건물ㆍ산업설비 청소 및 방제 서비스업,7421,건물 및 산업설비 청소업
749,건물ㆍ산업설비 청소 및 방제 서비스업,7422,"소독, 구충 및 방제 서비스업"
749,조경관리 및 유지 서비스업,7430,조경관리 및 유지 서비스업
749,고용 알선 및 인력 공급업,7511,고용 알선업
749,고용 알선 및 인력 공급업,7512,인력 공급업
749,고용 알선 및 인력 공급업,7512,인력 공급업
630,여행사 및 기타 여행 보조 서비스업,7521,여행사업
523,여행사 및 기타 여행 보조 서비스업,7529,기타 여행 보조 및 예약 서비스업
630,여행사 및 기타 여행 보조 서비스업,7529,기타 여행 보조 및 예약 서비스업
749,"경비, 경호 및 탐정업",7531,경비 및 경호 서비스업
749,"경비, 경호 및 탐정업",7532,보안 시스템 서비스업
930,"경비, 경호 및 탐정업",7533,탐정 및 조사 서비스업
749,기타 사업 지원 서비스업,7591,사무 지원 서비스업
749,기타 사업 지원 서비스업,7591,사무 지원 서비스업
749,기타 사업 지원 서비스업,7591,사무 지원 서비스업
749,기타 사업 지원 서비스업,7591,사무 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
659,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
749,기타 사업 지원 서비스업,7599,그 외 기타 사업 지원 서비스업
630,운송장비 임대업,7611,자동차 임대업
712,운송장비 임대업,7619,기타 운송장비 임대업
713,개인 및 가정용품 임대업,7621,스포츠 및 레크리에이션 용품 임대업
713,개인 및 가정용품 임대업,7622,음반 및 비디오물 임대업
713,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업
713,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업
930,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업
713,개인 및 가정용품 임대업,7629,기타 개인 및 가정용품 임대업
712,산업용 기계 및 장비 임대업,7631,건설 및 토목공사용 기계ㆍ장비 임대업
712,산업용 기계 및 장비 임대업,7632,컴퓨터 및 사무용 기계ㆍ장비 임대업
712,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업
712,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업
713,산업용 기계 및 장비 임대업,7639,기타 산업용 기계 및 장비 임대업
143,무형 재산권 임대업,7640,무형 재산권 임대업
701,무형 재산권 임대업,7640,무형 재산권 임대업
749,무형 재산권 임대업,7640,무형 재산권 임대업
841,입법 및 일반 정부 행정,8411,일반 공공 행정
841,입법 및 일반 정부 행정,8411,일반 공공 행정
841,입법 및 일반 정부 행정,8411,일반 공공 행정
841,입법 및 일반 정부 행정,8411,일반 공공 행정
841,입법 및 일반 정부 행정,8411,일반 공공 행정
841,입법 및 일반 정부 행정,8412,정부기관 일반 보조 행정
842,사회 및 산업정책 행정,8421,사회서비스 관리 행정
842,사회 및 산업정책 행정,8421,사회서비스 관리 행정
842,사회 및 산업정책 행정,8421,사회서비스 관리 행정
842,사회 및 산업정책 행정,8421,사회서비스 관리 행정
842,사회 및 산업정책 행정,8421,사회서비스 관리 행정
842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정
842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정
842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정
842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정
842,사회 및 산업정책 행정,8422,노동 및 산업 진흥 행정
843,외무 및 국방 행정,8431,외무 행정
843,외무 및 국방 행정,8432,국방 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
844,사법 및 공공 질서 행정,8440,사법 및 공공 질서 행정
845,사회보장 행정,8450,사회보장 행정
851,초등 교육기관,8511,유아 교육기관
851,초등 교육기관,8512,초등학교
852,중등 교육기관,8521,일반 중등 교육기관
852,중등 교육기관,8521,일반 중등 교육기관
852,중등 교육기관,8522,특성화 고등학교
852,중등 교육기관,8522,특성화 고등학교
852,중등 교육기관,8522,특성화 고등학교
853,고등 교육기관,8530,고등 교육기관
853,고등 교육기관,8530,고등 교육기관
853,고등 교육기관,8530,고등 교육기관
854,"특수학교, 외국인학교 및 대안학교",8541,특수학교
804,"특수학교, 외국인학교 및 대안학교",8542,외국인학교
854,"특수학교, 외국인학교 및 대안학교",8543,대안학교
809,일반 교습학원,8550,일반 교습학원
809,일반 교습학원,8550,일반 교습학원
809,일반 교습학원,8550,일반 교습학원
809,일반 교습학원,8550,일반 교습학원
809,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관
809,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관
921,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관
809,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관
551,기타 교육기관,8561,스포츠 및 레크리에이션 교육기관
809,기타 교육기관,8562,예술학원
809,기타 교육기관,8562,예술학원
809,기타 교육기관,8562,예술학원
809,기타 교육기관,8563,외국어학원 및 기타 교습학원
809,일반 교습학원,8550,일반 교습학원
809,일반 교습학원,8562,예술학원
809,일반 교습학원,8562,예술학원
809,일반 교습학원,8562,예술학원
809,일반 교습학원,8563,외국어학원 및 기타 교습학원
809,기타 교육기관,8563,외국어학원 및 기타 교습학원
856,"특수학교, 외국인학교 및 대안학교",8564,사회교육시설
741,기타 교육기관,8565,직원 훈련기관
809,기타 교육기관,8566,기술 및 직업 훈련학원
809,기타 교육기관,8566,기술 및 직업 훈련학원
809,기타 교육기관,8566,기술 및 직업 훈련학원
809,기타 교육기관,8566,기술 및 직업 훈련학원
809,기타 교육기관,8569,그 외 기타 교육기관
809,기타 교육기관,8569,그 외 기타 교육기관
930,교육 지원 서비스업,8570,교육 지원 서비스업
930,교육 지원 서비스업,8570,교육 지원 서비스업
851,병원,8610,병원
851,병원,8610,병원
851,병원,8610,병원
851,병원,8610,병원
851,병원,8610,병원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
851,의원,8620,의원
863,공중 보건 의료업,8630,공중 보건 의료업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
851,기타 보건업,8690,기타 보건업
871,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업
930,거주 복지시설 운영업,8711,노인 거주 복지시설 운영업
871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업
871,거주 복지시설 운영업,8712,심신 장애인 거주 복지시설 운영업
871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업
871,거주 복지시설 운영업,8713,기타 거주 복지시설 운영업
950,비거주 복지시설 운영업,8721,보육시설 운영업
872,비거주 복지시설 운영업,8721,보육시설 운영업
872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업
872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업
872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업
872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업
872,비거주 복지시설 운영업,8729,기타 비거주 복지 서비스업
921,창작 및 예술관련 서비스업,9011,공연시설 운영업
921,창작 및 예술관련 서비스업,9012,공연단체
921,창작 및 예술관련 서비스업,9012,공연단체
921,창작 및 예술관련 서비스업,9012,공연단체
921,창작 및 예술관련 서비스업,9019,기타 창작 및 예술관련 서비스업
921,창작 및 예술관련 서비스업,9019,기타 창작 및 예술관련 서비스업
921,창작 및 예술관련 서비스업,9019,기타 창작 및 예술관련 서비스업
923,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업"
923,"도서관, 사적지 및 유사 여가관련 서비스업",9021,"도서관, 기록 보존소 및 독서실 운영업"
923,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업
923,"도서관, 사적지 및 유사 여가관련 서비스업",9022,박물관 및 사적지 관리 운영업
923,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업"
924,"도서관, 사적지 및 유사 여가관련 서비스업",9023,"식물원, 동물원 및 자연공원 운영업"
923,"도서관, 사적지 및 유사 여가관련 서비스업",9029,기타 유사 여가관련 서비스업
924,스포츠 서비스업,9111,경기장 운영업
924,스포츠 서비스업,9111,경기장 운영업
924,스포츠 서비스업,9111,경기장 운영업
924,스포츠 서비스업,9112,골프장 및 스키장 운영업
924,스포츠 서비스업,9112,골프장 및 스키장 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
809,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9113,기타 스포츠시설 운영업
924,스포츠 서비스업,9119,기타 스포츠 서비스업
924,스포츠 서비스업,9119,기타 스포츠 서비스업
924,스포츠 서비스업,9119,기타 스포츠 서비스업
921,유원지 및 기타 오락관련 서비스업,9121,유원지 및 테마파크 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9122,오락장 운영업
924,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업
924,유원지 및 기타 오락관련 서비스업,9123,수상오락 서비스업
512,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업
522,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업
924,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업
924,유원지 및 기타 오락관련 서비스업,9124,사행시설 관리 및 운영업
921,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업
924,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업
809,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업
924,유원지 및 기타 오락관련 서비스업,9129,그 외 기타 오락관련 서비스업
941,산업 및 전문가 단체,9411,산업 단체
941,산업 및 전문가 단체,9412,전문가 단체
942,노동조합,9420,노동조합
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9491,종교 단체
949,기타 협회 및 단체,9492,정치 단체
949,기타 협회 및 단체,9493,시민운동 단체
949,기타 협회 및 단체,9493,시민운동 단체
949,기타 협회 및 단체,9499,그 외 기타 협회 및 단체
949,기타 협회 및 단체,9499,그 외 기타 협회 및 단체
949,기타 협회 및 단체,9499,그 외 기타 협회 및 단체
725,컴퓨터 및 통신장비 수리업,9511,컴퓨터 및 주변 기기 수리업
922,컴퓨터 및 통신장비 수리업,9512,통신장비 수리업
922,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업
922,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업
922,자동차 및 모터사이클 수리업,9521,자동차 수리 및 세차업
922,자동차 및 모터사이클 수리업,9522,모터사이클 수리업
922,개인 및 가정용품 수리업,9531,가전제품 수리업
922,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업
922,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업
922,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업
922,개인 및 가정용품 수리업,9539,기타 개인 및 가정용품 수리업
930,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업
930,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업
930,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업
930,"미용, 욕탕 및 유사 서비스업",9611,이용 및 미용업
930,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
930,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
930,"미용, 욕탕 및 유사 서비스업",9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9691,세탁업
930,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
701,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
930,그 외 기타 개인 서비스업,9692,장례식장 및 관련 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
749,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
930,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
950,그 외 기타 개인 서비스업,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,7390,"그 외 기타 전문, 과학 및 기술 서비스업"
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9013,자영 예술가
940,인적용역,9019,기타 창작 및 예술관련 서비스업
940,인적용역,5920,오디오물 출판 및 원판 녹음업
940,인적용역,7153,경영 컨설팅 및 공공 관계 서비스업
940,인적용역,7591,사무 지원 서비스업
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,8550,일반 교습학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8550,일반 교습학원
940,인적용역,8550,일반 교습학원
940,인적용역,8550,일반 교습학원
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8561,스포츠 및 레크리에이션 교육기관
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8562,예술학원
940,인적용역,8563,외국어학원 및 기타 교습학원
940,인적용역,8563,외국어학원 및 기타 교습학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8566,기술 및 직업 훈련학원
940,인적용역,8569,그 외 기타 교육기관
940,인적용역,8569,그 외 기타 교육기관
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,6620,보험 및 연금관련 서비스업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,4511,자동차 신품 판매업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,8550,일반 교습학원
940,인적용역,0311,해수면 어업
940,인적용역,0311,해수면 어업
940,인적용역,0312,내수면 어업
940,인적용역,6201,컴퓨터 프로그래밍 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9539,기타 개인 및 가정용품 수리업
940,인적용역,4799,기타 무점포 소매업
940,인적용역,6619,기타 금융 지원 서비스업
940,인적용역,6619,기타 금융 지원 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,9119,기타 스포츠 서비스업
940,인적용역,9612,"욕탕, 마사지 및 기타 신체 관리 서비스업"
940,인적용역,7599,그 외 기타 사업 지원 서비스업
940,인적용역,9699,그 외 기타 분류 안된 개인 서비스업
940,인적용역,4940,소화물 전문 운송업
940,인적용역,4940,소화물 전문 운송업
950,가구 내 고용활동,9700,가구 내 고용활동
990,국제 및 외국기관,9900,국제 및 외국기관
990,국제 및 외국기관,9900,국제 및 외국기관
,,7151,회사본부
,,7151,회사본부
,,9810,자가 소비를 위한 가사 생산 활동
,,9820,자가 소비를 위한 가사 서비스 활동
